City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Ambon,ID,-3.6954,128.1814,80.74,15,40,4.61,scattered clouds
697,Finschhafen,PG,-6.6024,147.8681,77.23,89,100,9.37,light rain
698,Atar,MR,20.5169,-13.0499,84.09,64,93,32.26,overcast clouds
699,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,59.59,67,75,8.95,broken clouds
700,Dhidhdhoo,MV,6.8833,73.1,81.34,78,84,20.67,broken clouds
701,Soyo,AO,-6.1349,12.3689,72.36,87,11,7.87,few clouds
702,Kargasok,RU,59.0556,80.8572,41.47,90,84,5.97,broken clouds
703,Cidreira,BR,-30.1811,-50.2056,52.65,71,32,7.58,scattered clouds
704,Montana,BG,43.4125,23.225,69.19,70,96,4.59,overcast clouds
705,Ullapool,GB,57.8987,-5.1604,58.35,95,37,6.02,scattered clouds
706,Skelleftea,SE,64.7507,20.9528,51.01,100,0,3.44,clear sky
707,Gamba,GA,-2.65,10.0,73.85,83,100,6.6,overcast clouds
708,Nioro,GM,13.35,-15.75,74.84,94,99,6.08,light rain
709,Tokuyama,JP,34.05,131.8167,73.98,87,88,4.79,overcast clouds
710,Bemidji,US,47.4736,-94.8803,65.05,91,100,14.97,overcast clouds
711,Kissidougou,GN,9.1848,-10.0999,69.69,97,90,6.26,light rain
712,Kanye,BW,-24.9667,25.3327,62.22,21,0,5.53,clear sky
713,Taoudenni,ML,22.6783,-3.9836,100.4,27,44,8.88,scattered clouds
